blue,green,red,ndwi,brightness,label,source_file
0.29116458,0.24975948,0.2813171,-0.059421886,0.2740804,0,GSL_2020_11.tif
0.28536367,0.23491442,0.26141214,-0.053387567,0.2605634,0,GSL_2020_11.tif
0.26078606,0.21053222,0.23690717,-0.05894629,0.23607515,0,GSL_2020_11.tif
0.25188115,0.20207366,0.24122323,-0.08831435,0.231726,0,GSL_2020_11.tif
0.2779853,0.22954978,0.2582035,-0.05874623,0.2552462,0,GSL_2020_11.tif
0.28027514,0.22960654,0.26513192,-0.07180624,0.25833786,0,GSL_2020_11.tif
0.29907724,0.24297561,0.2715776,-0.055585958,0.27121016,0,GSL_2020_11.tif
0.25600284,0.21206498,0.24110965,-0.06409142,0.2363925,0,GSL_2020_11.tif
0.23315535,0.18754084,0.22617382,-0.093380496,0.21562333,0,GSL_2020_11.tif
0.25213557,0.20934007,0.23889484,-0.065935746,0.23345684,0,GSL_2020_11.tif
0.32001656,0.25401714,0.28801838,-0.06272867,0.28735068,0,GSL_2020_11.tif
0.31385943,0.25688395,0.28126034,-0.045297045,0.28400123,0,GSL_2020_11.tif
0.24165319,0.19895138,0.22208492,-0.05494417,0.2208965,0,GSL_2020_11.tif
0.24658906,0.19049282,0.23111457,-0.09634946,0.22273214,0,GSL_2020_11.tif
0.30179963,0.2336939,0.27001587,-0.072108775,0.26850316,0,GSL_2020_11.tif
0.13855948,0.056873742,0.049867403,0.06563799,0.08176687,0,GSL_2010_12.tif
0.12883827,0.08152386,0.11386766,-0.16553247,0.108076595,0,GSL_2010_12.tif
0.16124229,0.09484215,0.0976035,-0.014348648,0.11789598,0,GSL_2010_12.tif
0.20760028,0.13714464,0.13730654,-0.0005899064,0.16068383,0,GSL_2010_12.tif
0.22479466,0.12924397,0.105636545,0.10050781,0.15322505,0,GSL_2010_12.tif
0.14163786,0.06834101,0.05677802,0.09241517,0.08891896,0,GSL_2010_12.tif
0.13280776,0.05344259,0.053916935,-0.004418243,0.080055766,0,GSL_2010_12.tif
0.1521084,0.07752837,0.07169968,0.039058704,0.10044549,0,GSL_2010_12.tif
0.17092298,0.07849903,0.06954286,0.06049709,0.106321625,0,GSL_2010_12.tif
0.17760631,0.0913207,0.076805614,0.0863339,0.11524421,0,GSL_2010_12.tif
0.1431568,0.063781194,0.05385091,0.08441742,0.08692964,0,GSL_2010_12.tif
0.16812813,0.0892891,0.08340812,0.03405352,0.11360845,0,GSL_2010_12.tif
0.16051319,0.0970092,0.08957045,0.039868813,0.115697615,0,GSL_2010_12.tif
0.17124702,0.08405208,0.074208625,0.06219732,0.1098359,0,GSL_2010_12.tif
0.14427069,0.07046291,0.06610956,0.03187553,0.09361439,0,GSL_2010_12.tif
0.22155425,0.15272027,0.16924065,-0.051311597,0.18117173,0,GSL_2010_12.tif
0.14981987,0.066264264,0.05052765,0.13473944,0.08887059,0,GSL_2010_12.tif
0.13588615,0.051817305,0.043837115,0.08342643,0.077180184,0,GSL_2010_12.tif
0.17116602,0.08509045,0.07051123,0.093695186,0.10892256,0,GSL_2010_12.tif
0.17296849,0.088092715,0.076783605,0.06859106,0.11261493,0,GSL_2010_12.tif
0.22513895,0.17788959,0.19052272,-0.03429064,0.19785042,0,GSL_2010_12.tif
0.22443011,0.18495505,0.20170295,-0.04331441,0.20369606,0,GSL_2010_12.tif
0.23147798,0.18879251,0.19221736,-0.008988859,0.20416261,0,GSL_2010_12.tif
0.27323866,0.22978576,0.23209648,-0.0050028292,0.2450403,0,GSL_2010_12.tif
0.22856162,0.17050809,0.17434658,-0.011130728,0.19113876,0,GSL_2010_12.tif
0.29075432,0.20227413,0.29132092,-0.18040417,0.26144978,0,GSL_2019_04.tif
0.2834813,0.1916084,0.268616,-0.16732582,0.2479019,0,GSL_2019_04.tif
0.20572719,0.12548082,0.24467088,-0.3220024,0.19195962,0,GSL_2019_04.tif
0.3154227,0.22527502,0.31717402,-0.16941465,0.28595725,0,GSL_2019_04.tif
0.303201,0.22054501,0.31354886,-0.17413358,0.27909827,0,GSL_2019_04.tif
0.33071858,0.26070383,0.34760627,-0.14285855,0.31300956,0,GSL_2019_04.tif
0.31707224,0.2425257,0.33329645,-0.15763651,0.29763147,0,GSL_2019_04.tif
0.3109989,0.25193936,0.32351804,-0.1243855,0.2954854,0,GSL_2019_04.tif
0.2871928,0.22740817,0.31130698,-0.15573844,0.27530265,0,GSL_2019_04.tif
0.30035174,0.22824289,0.31483674,-0.15944935,0.28114378,0,GSL_2019_04.tif
0.31887177,0.25254223,0.34264553,-0.15138608,0.30468652,0,GSL_2019_04.tif
0.27635822,0.20839533,0.29132092,-0.16594501,0.2586915,0,GSL_2019_04.tif
0.30848706,0.24298942,0.31517065,-0.1293197,0.28888237,0,GSL_2019_04.tif
0.2935286,0.23260193,0.30377048,-0.13268472,0.27663365,0,GSL_2019_04.tif
0.3250201,0.2500381,0.3373986,-0.1487145,0.30415225,0,GSL_2019_04.tif
0.3017014,0.2331584,0.31669703,-0.1519281,0.28385225,0,GSL_2019_04.tif
0.26961002,0.19782235,0.30105162,-0.20692414,0.25616133,0,GSL_2019_04.tif
0.27872008,0.2070969,0.2857401,-0.15957211,0.2571857,0,GSL_2019_04.tif
0.29112923,0.21813361,0.29547077,-0.150577,0.26824453,0,GSL_2019_04.tif
0.2767331,0.20978652,0.2868372,-0.15514868,0.2577856,0,GSL_2019_04.tif
0.34316525,0.24799769,0.3613437,-0.18601368,0.31750223,0,GSL_2019_04.tif
0.2752335,0.18409601,0.28607398,-0.21689549,0.24846785,0,GSL_2019_04.tif
0.28921723,0.22031313,0.3201314,-0.18469626,0.2765539,0,GSL_2019_04.tif
0.420357,0.3395839,0.43480083,-0.12295801,0.39824724,0,GSL_2019_04.tif
0.40187445,0.30772582,0.3864336,-0.11338559,0.3653446,0,GSL_2019_04.tif
0.34333315,0.239656,0.33530465,-0.16635656,0.30609795,0,GSL_2020_07.tif
0.34333315,0.24189079,0.33734956,-0.16479966,0.30752447,0,GSL_2020_07.tif
0.34178585,0.24067181,0.336545,-0.16609532,0.30633423,0,GSL_2020_07.tif
0.33467975,0.2343738,0.33020905,-0.16974495,0.29975417,0,GSL_2020_07.tif
0.36341935,0.25949815,0.34740663,-0.14484699,0.32344136,0,GSL_2020_07.tif
0.35605538,0.2513378,0.3408025,-0.15108672,0.31606522,0,GSL_2020_07.tif
0.35605538,0.2513378,0.3408025,-0.15108672,0.31606522,0,GSL_2020_07.tif
0.37009564,0.2643063,0.3536085,-0.1445216,0.3293368,0,GSL_2020_07.tif
0.3697518,0.26180065,0.35082603,-0.14531726,0.32745948,0,GSL_2020_07.tif
0.3685197,0.26048008,0.34894872,-0.14516626,0.3259828,0,GSL_2020_07.tif
0.33765975,0.23064916,0.32759422,-0.1736606,0.29863438,0,GSL_2020_07.tif
0.32531002,0.21815471,0.3177383,-0.185827,0.28706768,0,GSL_2020_07.tif
0.34943637,0.24446417,0.3392269,-0.16235055,0.31104246,0,GSL_2020_07.tif
0.34814698,0.24033321,0.33627683,-0.16639227,0.30825233,0,GSL_2020_07.tif
0.33611244,0.22783875,0.32715842,-0.17895493,0.29703656,0,GSL_2020_07.tif
0.35290346,0.24371924,0.33741662,-0.16123118,0.31134644,0,GSL_2020_07.tif
0.34837618,0.24209395,0.33560634,-0.1618698,0.30869213,0,GSL_2020_07.tif
0.3631901,0.25662002,0.34881464,-0.15227814,0.32287493,0,GSL_2020_07.tif
0.3591786,0.25316626,0.34619978,-0.1552196,0.3195149,0,GSL_2020_07.tif
0.3523877,0.24564928,0.34103715,-0.16258721,0.31302473,0,GSL_2020_07.tif
0.36912143,0.2597013,0.34841233,-0.14587878,0.32574502,0,GSL_2020_07.tif
0.3749954,0.26694742,0.34656855,-0.1297782,0.3295038,0,GSL_2020_07.tif
0.38482362,0.2750739,0.36041376,-0.13429016,0.34010378,0,GSL_2020_07.tif
0.34614122,0.24060409,0.33346084,-0.16175276,0.30673537,0,GSL_2020_07.tif
0.33485168,0.23186813,0.32561633,-0.16816258,0.2974454,0,GSL_2020_07.tif
0.82926613,0.9387992,0.849504,0.0499329,0.87252307,0,GSL_2004_01.tif
0.8201321,0.92674375,0.8394758,0.04940942,0.86211723,0,GSL_2004_01.tif
0.7744957,0.88016206,0.8079878,0.042753436,0.82088184,0,GSL_2004_01.tif
0.8020349,0.9088656,0.8296529,0.04556329,0.8468511,0,GSL_2004_01.tif
0.501191,0.54523337,0.49514475,0.048144583,0.51385635,0,GSL_2004_01.tif
0.49036348,0.53531015,0.48420954,0.050122194,0.5032944,0,GSL_2004_01.tif
0.13305576,0.10365073,0.10645679,-0.0133552905,0.11438775,0,GSL_2004_01.tif
0.13305576,0.10365073,0.10645679,-0.0133552905,0.11438775,0,GSL_2004_01.tif
0.13603204,0.10315867,0.107449345,-0.020372717,0.11554668,0,GSL_2004_01.tif
0.95184106,1.0,0.9379441,0.03202149,0.9632618,0,GSL_2004_01.tif
0.09019047,0.0820411,0.047690686,0.2647782,0.07330742,0,GSL_2004_01.tif
0.0892668,0.07830965,0.06069658,0.12670614,0.076091014,0,GSL_2004_01.tif
0.10438768,0.087658785,0.06069658,0.18173946,0.08424768,0,GSL_2004_01.tif
0.12828346,0.10980148,0.08462058,0.129516,0.1075685,0,GSL_2004_01.tif
0.1439517,0.12608045,0.099423334,0.11821088,0.12315183,0,GSL_2004_01.tif
0.09877721,0.08933999,0.059019502,0.20437033,0.0823789,0,GSL_2004_01.tif
0.094432525,0.08714622,0.060679466,0.1790391,0.08075274,0,GSL_2004_01.tif
0.10488372,0.09622882,0.069526896,0.16109107,0.09021315,0,GSL_2004_01.tif
0.11673753,0.094506614,0.06223675,0.20587577,0.0911603,0,GSL_2004_01.tif
0.12751372,0.104511835,0.068568565,0.20766686,0.10019804,0,GSL_2004_01.tif
0.09966668,0.102010526,0.07760424,0.13588051,0.09309381,0,GSL_2004_01.tif
0.09966668,0.102010526,0.07093016,0.17971587,0.09086912,0,GSL_2004_01.tif
0.10295085,0.09089818,0.07856257,0.072792865,0.09080386,0,GSL_2004_01.tif
0.11095602,0.09327647,0.08841967,0.026730208,0.09755072,0,GSL_2004_01.tif
0.13367155,0.10824329,0.105019294,0.015117409,0.115644716,0,GSL_2004_01.tif
0.32276782,0.24256927,0.27092618,-0.055223186,0.27875444,0,GSL_2002_11.tif
0.28021094,0.20673607,0.21780372,-0.026069682,0.23491693,0,GSL_2002_11.tif
0.2674276,0.18909036,0.21916236,-0.07366008,0.22522676,0,GSL_2002_11.tif
0.27134088,0.17345686,0.178494,-0.014312023,0.20776391,0,GSL_2002_11.tif
0.3079952,0.19528183,0.19307664,0.0056782262,0.23211789,0,GSL_2002_11.tif
0.32456142,0.24628416,0.28510123,-0.07304868,0.2853156,0,GSL_2002_11.tif
0.31216937,0.23026371,0.22903506,0.0026750402,0.25715604,0,GSL_2002_11.tif
0.29638582,0.21300495,0.22640838,-0.030502945,0.24526638,0,GSL_2002_11.tif
0.3025166,0.19760364,0.19398241,0.009247587,0.23136754,0,GSL_2002_11.tif
0.31040838,0.20224725,0.19117457,0.028144477,0.23461008,0,GSL_2002_11.tif
0.33336627,0.26868957,0.29972914,-0.05460677,0.30059502,0,GSL_2002_11.tif
0.28608087,0.19470139,0.19380125,0.0023169264,0.22486119,0,GSL_2002_11.tif
0.28112406,0.18057707,0.17151971,0.025723983,0.21107362,0,GSL_2002_11.tif
0.25784007,0.16153826,0.14797011,0.043837596,0.18911617,0,GSL_2002_11.tif
0.2907768,0.19148955,0.1766825,0.040217623,0.21964961,0,GSL_2002_11.tif
0.3202894,0.22608446,0.21313909,0.029473236,0.25317097,0,GSL_2002_11.tif
0.28206977,0.18154448,0.17586732,0.015884051,0.21316051,0,GSL_2002_11.tif
0.2566987,0.1599517,0.15476327,0.016486088,0.19047122,0,GSL_2002_11.tif
0.19927138,0.10295137,0.1156347,-0.058024164,0.13928582,0,GSL_2002_11.tif
0.21870732,0.11997794,0.13148539,-0.045761734,0.15672354,0,GSL_2002_11.tif
0.2702321,0.17074808,0.16744381,0.009770379,0.20280801,0,GSL_2002_11.tif
0.26423174,0.17570128,0.16318677,0.03692802,0.20103993,0,GSL_2002_11.tif
0.25777486,0.1585586,0.15476327,0.012113193,0.1903656,0,GSL_2002_11.tif
0.28516778,0.18568504,0.18800442,-0.006206689,0.21961908,0,GSL_2002_11.tif
0.3267137,0.20333076,0.18800442,0.039164115,0.23934965,0,GSL_2002_11.tif
0.0051108706,0.0,0.0034598308,-0.99971104,0.0028569002,1,GSL_1989_12.tif
0.014015683,0.013913064,0.021024115,-0.2035324,0.01631762,1,GSL_1989_12.tif
0.020285739,0.025241489,0.027554426,-0.0438082,0.024360552,1,GSL_1989_12.tif
0.019652063,0.018811842,0.024064088,-0.12249585,0.020842664,1,GSL_1989_12.tif
0.022953846,0.02030444,0.02717912,-0.14477718,0.023479134,1,GSL_1989_12.tif
0.008479358,0.0,0.004585746,-0.999782,0.0043550343,1,GSL_1989_12.tif
0.012981791,0.007827864,0.01847204,-0.40470758,0.013093899,1,GSL_1989_12.tif
0.01885163,0.020840243,0.027404305,-0.1360553,0.022365391,1,GSL_1989_12.tif
0.024221199,0.024935314,0.027291713,-0.045117516,0.025482742,1,GSL_1989_12.tif
0.023921035,0.024322968,0.027441835,-0.060249567,0.025228612,1,GSL_1989_12.tif
0.009546601,0.005799464,0.015469598,-0.45463592,0.010271887,1,GSL_1989_12.tif
0.012848386,0.01065997,0.021587074,-0.3388455,0.01503181,1,GSL_1989_12.tif
0.0111474665,0.011616763,0.020048322,-0.26626465,0.01427085,1,GSL_1989_12.tif
0.0152496835,0.018582212,0.025340125,-0.15385702,0.019724006,1,GSL_1989_12.tif
0.017017305,0.01919456,0.0234636,-0.100073226,0.01989182,1,GSL_1989_12.tif
0.013415359,0.009129102,0.018922405,-0.34910616,0.013822288,1,GSL_1989_12.tif
0.020185685,0.02416988,0.02143695,0.059922405,0.021930838,1,GSL_1989_12.tif
0.0168839,0.021950122,0.026203327,-0.08832424,0.021679116,1,GSL_1989_12.tif
0.009146385,0.0,0.009502245,-0.99989474,0.00621621,1,GSL_1989_12.tif
0.009646655,0.0,0.0051862346,-0.99980724,0.0049442966,1,GSL_1989_12.tif
0.023487467,0.025700748,0.026916407,-0.023103416,0.025368208,1,GSL_1989_12.tif
0.01838471,0.021184688,0.023613721,-0.054220196,0.02106104,1,GSL_1989_12.tif
0.018318009,0.021184688,0.022712989,-0.03481427,0.020738563,1,GSL_1989_12.tif
0.012548223,0.00013525212,0.012204442,-0.9779992,0.008295973,1,GSL_1989_12.tif
0.013748872,0.0,0.009990142,-0.99989986,0.007913005,1,GSL_1989_12.tif
0.03507088,0.1442655,0.18093908,-0.11277043,0.12009182,1,GSL_2021_05.tif
0.034336194,0.14201006,0.18061303,-0.11965307,0.11898643,1,GSL_2021_05.tif
0.036234133,0.13989131,0.18283023,-0.13305211,0.11965189,1,GSL_2021_05.tif
0.034795374,0.14009635,0.18071084,-0.12660052,0.118534185,1,GSL_2021_05.tif
0.03494843,0.14112155,0.18061303,-0.12274513,0.11889434,1,GSL_2021_05.tif
0.034213744,0.13982297,0.18054782,-0.12711744,0.11819485,1,GSL_2021_05.tif
0.03363212,0.13852438,0.18322149,-0.13892008,0.11845934,1,GSL_2021_05.tif
0.036479026,0.13934454,0.18093908,-0.1298674,0.118920885,1,GSL_2021_05.tif
0.03654025,0.13879777,0.18009134,-0.12949151,0.11847645,1,GSL_2021_05.tif
0.036081072,0.14293274,0.17895013,-0.11189559,0.11932132,1,GSL_2021_05.tif
0.031979077,0.13869525,0.18038478,-0.13065498,0.11701971,1,GSL_2021_05.tif
0.034336194,0.13879777,0.18035218,-0.13020296,0.11782873,1,GSL_2021_05.tif
0.03265254,0.13753335,0.1827324,-0.14112937,0.11763943,1,GSL_2021_05.tif
0.03268315,0.1381143,0.18279761,-0.1392381,0.117865026,1,GSL_2021_05.tif
0.03301988,0.13770422,0.18035218,-0.13408886,0.11702543,1,GSL_2021_05.tif
0.03715249,0.14361621,0.18397143,-0.12318869,0.12158006,1,GSL_2021_05.tif
0.034213744,0.1394129,0.18090647,-0.12953775,0.118177705,1,GSL_2021_05.tif
0.030203585,0.13561966,0.18279761,-0.14816347,0.116206944,1,GSL_2021_05.tif
0.031611733,0.13678154,0.18123254,-0.13977638,0.116541944,1,GSL_2021_05.tif
0.032805596,0.14173667,0.18126515,-0.12237811,0.11860246,1,GSL_2021_05.tif
0.03635658,0.13497035,0.18446052,-0.15493183,0.118595816,1,GSL_2021_05.tif
0.033907626,0.13538043,0.18413445,-0.15258716,0.1178075,1,GSL_2021_05.tif
0.029315839,0.10834934,0.18009134,-0.24872272,0.10591883,1,GSL_2021_05.tif
0.029560734,0.1340135,0.18067823,-0.14828664,0.114750825,1,GSL_2021_05.tif
0.029560734,0.13271491,0.1815912,-0.15550487,0.11462229,1,GSL_2021_05.tif
0.15759881,0.07925626,0.087669045,-0.0503982,0.108174704,0,GSL_2006_02.tif
0.16831584,0.08063163,0.08329036,-0.0162194,0.110745944,0,GSL_2006_02.tif
0.21822472,0.13035238,0.12013169,0.040803596,0.15623625,0,GSL_2006_02.tif
0.21461523,0.12635604,0.11514905,0.046404563,0.15204011,0,GSL_2006_02.tif
0.20378679,0.12075077,0.114444435,0.026813082,0.14632733,0,GSL_2006_02.tif
0.19933064,0.114730306,0.11243124,0.010120783,0.14216407,0,GSL_2006_02.tif
0.17165795,0.09300991,0.09811245,-0.026697615,0.12092677,0,GSL_2006_02.tif
0.14670353,0.06705962,0.071764864,-0.03389322,0.095176004,0,GSL_2006_02.tif
0.15185037,0.074481405,0.074709155,-0.0015265566,0.10034698,0,GSL_2006_02.tif
0.16666707,0.08169559,0.08095003,0.004583909,0.109770894,0,GSL_2006_02.tif
0.19302519,0.10704902,0.09770981,0.04561054,0.13259466,0,GSL_2006_02.tif
0.18039201,0.10175516,0.093960255,0.039827533,0.12536915,0,GSL_2006_02.tif
0.19465168,0.11091561,0.10445399,0.030002333,0.13667376,0,GSL_2006_02.tif
0.18899238,0.1054401,0.10072959,0.022847623,0.13172069,0,GSL_2006_02.tif
0.17248234,0.0916605,0.086486295,0.02904445,0.116876386,0,GSL_2006_02.tif
0.19130957,0.105595805,0.092752345,0.064751774,0.12988591,0,GSL_2006_02.tif
0.20019959,0.11942731,0.10674399,0.056078117,0.14212362,0,GSL_2006_02.tif
0.21457067,0.13128659,0.112330586,0.07781031,0.15272929,0,GSL_2006_02.tif
0.2034303,0.12085457,0.11333718,0.032099158,0.14587401,0,GSL_2006_02.tif
0.19021782,0.10380523,0.09647674,0.03659067,0.1301666,0,GSL_2006_02.tif
0.19661239,0.111356765,0.102138825,0.043176055,0.13670266,0,GSL_2006_02.tif
0.20229398,0.119115904,0.107524104,0.05114608,0.142978,0,GSL_2006_02.tif
0.19376045,0.11377014,0.10500762,0.040051986,0.13751274,0,GSL_2006_02.tif
0.17326216,0.095786594,0.09114179,0.024847904,0.12006352,0,GSL_2006_02.tif
0.16492917,0.08597738,0.0860585,-0.00047149468,0.112321675,0,GSL_2006_02.tif
0.010148914,0.017115854,0.0015668253,0.83222514,0.009610531,1,GSL_2012_04.tif
0.007905976,0.037322108,0.004265879,0.7948314,0.016497986,1,GSL_2012_04.tif
0.010516609,0.036591243,0.016779672,0.37119845,0.02129584,1,GSL_2012_04.tif
0.008788443,0.026144179,0.020950938,0.11026899,0.018627854,1,GSL_2012_04.tif
0.0011771603,0.007872569,0.0022538572,0.5548015,0.0037678622,1,GSL_2012_04.tif
0.019157438,0.019265456,0.014375062,0.14536783,0.01759932,1,GSL_2012_04.tif
0.015039255,0.00258455,0.008584364,-0.5371406,0.008736056,1,GSL_2012_04.tif
0.012244774,0.026918037,0.004952911,0.68916804,0.014705241,1,GSL_2012_04.tif
0.010847534,0.02021128,0.01368803,0.1924245,0.014915614,1,GSL_2012_04.tif
0.0073176636,0.013074604,0.01368803,-0.022920124,0.011360099,1,GSL_2012_04.tif
0.5377293,0.4490772,0.4463229,0.0030760528,0.47770977,0,GSL_1992_04.tif
0.52702564,0.4323311,0.426971,0.0062377257,0.46210924,0,GSL_1992_04.tif
0.51741767,0.42395803,0.42098838,0.0035146005,0.45412135,0,GSL_1992_04.tif
0.5176705,0.4235496,0.4219041,0.0019462964,0.4543747,0,GSL_1992_04.tif
0.5561025,0.46561906,0.45248866,0.01430157,0.49140343,0,GSL_1992_04.tif
0.5273206,0.42891037,0.42733726,0.0018372182,0.46118942,0,GSL_1992_04.tif
0.54379755,0.4511194,0.44290426,0.00918893,0.4792737,0,GSL_1992_04.tif
0.552352,0.45341685,0.4504741,0.0032556334,0.48541436,0,GSL_1992_04.tif
0.53326243,0.4388151,0.43460187,0.0048238235,0.46889314,0,GSL_1992_04.tif
0.48779297,0.39036372,0.39077008,-0.0005202107,0.42297557,0,GSL_1992_04.tif
0.53069186,0.43263742,0.42568898,0.008095327,0.4630061,0,GSL_1992_04.tif
0.5665533,0.474809,0.46829984,0.0069017997,0.50322074,0,GSL_1992_04.tif
0.59799004,0.49987707,0.4949774,0.0049249874,0.53094816,0,GSL_1992_04.tif
0.5534898,0.45811394,0.45725033,0.00094346126,0.48961803,0,GSL_1992_04.tif
0.49461973,0.39021057,0.39461604,-0.0056132944,0.4264821,0,GSL_1992_04.tif
0.5578303,0.46076882,0.44693336,0.015242273,0.48851085,0,GSL_1992_04.tif
0.55323696,0.46209624,0.45212236,0.010909724,0.48915187,0,GSL_1992_04.tif
0.57169443,0.48461157,0.47074172,0.01451802,0.50901586,0,GSL_1992_04.tif
0.52660424,0.428553,0.42007267,0.009992981,0.45840994,0,GSL_1992_04.tif
0.4563984,0.34298453,0.33259222,0.015382845,0.37732506,0,GSL_1992_04.tif
0.53954136,0.44555438,0.42733726,0.020869823,0.470811,0,GSL_1992_04.tif
0.5520149,0.45877767,0.44510195,0.015130006,0.48529816,0,GSL_1992_04.tif
0.48956287,0.39352915,0.39608118,-0.0032320109,0.42639104,0,GSL_1992_04.tif
0.47734216,0.3803569,0.37086874,0.01263023,0.40952262,0,GSL_1992_04.tif
0.5059133,0.40374017,0.3900375,0.01726257,0.4332303,0,GSL_1992_04.tif
0.30864343,0.19203876,0.17876309,0.035802495,0.22648175,0,GSL_2006_05.tif
0.29665324,0.18414433,0.17023292,0.039255824,0.21701019,0,GSL_2006_05.tif
0.27410725,0.16019642,0.15080027,0.030212924,0.19503467,0,GSL_2006_05.tif
0.28403777,0.1717073,0.15680672,0.045357373,0.20418394,0,GSL_2006_05.tif
0.28333896,0.1717073,0.15660483,0.046000216,0.2038837,0,GSL_2006_05.tif
0.31441784,0.18612897,0.16412552,0.062821165,0.22155744,0,GSL_2006_05.tif
0.27410725,0.15913795,0.1444405,0.048413843,0.19256191,0,GSL_2006_05.tif
0.2950717,0.17889608,0.16806252,0.031224271,0.2140101,0,GSL_2006_05.tif
0.2950717,0.17889608,0.16806252,0.031224271,0.2140101,0,GSL_2006_05.tif
0.2814632,0.16698828,0.15716004,0.030320099,0.20187052,0,GSL_2006_05.tif
0.34354737,0.21889748,0.18598092,0.08129967,0.24947524,0,GSL_2006_05.tif
0.28521472,0.16240157,0.14555094,0.05471811,0.19772242,0,GSL_2006_05.tif
0.26035163,0.14608347,0.12293842,0.08603378,0.17645784,0,GSL_2006_05.tif
0.26903164,0.14890607,0.12788491,0.07594568,0.18194087,0,GSL_2006_05.tif
0.27204758,0.15653588,0.15377827,0.008886478,0.19412057,0,GSL_2006_05.tif
0.37900305,0.24346283,0.20743254,0.07990814,0.27663282,0,GSL_2006_05.tif
0.39971003,0.28694835,0.2496796,0.06944977,0.31211266,0,GSL_2006_05.tif
0.38591763,0.27826008,0.2427646,0.06812615,0.30231413,0,GSL_2006_05.tif
0.39525968,0.28624272,0.25407088,0.0595428,0.31185776,0,GSL_2006_05.tif
0.43126702,0.3127045,0.27279687,0.06815965,0.33892283,0,GSL_2006_05.tif
0.29190865,0.16310722,0.1448443,0.059304345,0.19995339,0,GSL_2006_05.tif
0.40342477,0.28959453,0.24639876,0.08058998,0.31313935,0,GSL_2006_05.tif
0.42490414,0.3277877,0.28304318,0.07325178,0.345245,0,GSL_2006_05.tif
0.43704146,0.31923175,0.27269593,0.078617275,0.34298968,0,GSL_2006_05.tif
0.45866793,0.35279408,0.30984506,0.064815,0.37376904,0,GSL_2006_05.tif
0.18885314,0.2750284,0.2863394,-0.020148953,0.25007364,0,GSL_2000_05.tif
0.18994994,0.26889333,0.27395263,-0.0093199415,0.2442653,0,GSL_2000_05.tif
0.19493204,0.2740877,0.27839807,-0.0078017605,0.24913926,0,GSL_2000_05.tif
0.19727436,0.27870944,0.28469932,-0.01063148,0.25356102,0,GSL_2000_05.tif
0.19798078,0.2832494,0.2883679,-0.0089543825,0.2565327,0,GSL_2000_05.tif
0.1861762,0.2734742,0.28081498,-0.013243585,0.24682178,0,GSL_2000_05.tif
0.1916788,0.28165427,0.2947123,-0.022655746,0.25601512,0,GSL_2000_05.tif
0.1960846,0.2843537,0.2879363,-0.006260096,0.25612488,0,GSL_2000_05.tif
0.19913335,0.28717583,0.28966266,-0.004311121,0.25865728,0,GSL_2000_05.tif
0.2043757,0.29780996,0.29937354,-0.002618251,0.26718637,0,GSL_2000_05.tif
0.17836845,0.258341,0.268903,-0.020032382,0.23520415,0,GSL_2000_05.tif
0.18452169,0.26169485,0.2691188,-0.013985932,0.2384451,0,GSL_2000_05.tif
0.19245958,0.2742104,0.2795202,-0.009589158,0.24873006,0,GSL_2000_05.tif
0.20331608,0.28934357,0.30403474,-0.024758486,0.2655648,0,GSL_2000_05.tif
0.21302,0.3175649,0.32138485,-0.0059784614,0.2839899,0,GSL_2000_05.tif
0.17085813,0.22905627,0.23385754,-0.010371828,0.21125732,0,GSL_2000_05.tif
0.18149154,0.24746148,0.2519845,-0.009056064,0.22697918,0,GSL_2000_05.tif
0.18305309,0.2573594,0.26661554,-0.017665228,0.23567599,0,GSL_2000_05.tif
0.19063777,0.27993646,0.28789312,-0.014012372,0.25282246,0,GSL_2000_05.tif
0.20721996,0.31183884,0.30938652,0.003947537,0.27614844,0,GSL_2000_05.tif
0.16892478,0.22913808,0.23800084,-0.018972395,0.21202123,0,GSL_2000_05.tif
0.18149154,0.24647987,0.24939492,-0.005878598,0.22578877,0,GSL_2000_05.tif
0.18766339,0.26292187,0.27054304,-0.014286141,0.2403761,0,GSL_2000_05.tif
0.2021635,0.28762576,0.28867,-0.0018119894,0.2594864,0,GSL_2000_05.tif
0.2021635,0.28762576,0.28867,-0.0018119894,0.2594864,0,GSL_2000_05.tif
0.36458042,0.27007392,0.2415448,0.055762354,0.29206637,0,GSL_1989_09.tif
0.3459151,0.25995818,0.2221076,0.07851728,0.27599362,0,GSL_1989_09.tif
0.3459151,0.25995818,0.2221076,0.07851728,0.27599362,0,GSL_1989_09.tif
0.37122944,0.28998062,0.2556082,0.06300047,0.3056061,0,GSL_1989_09.tif
0.36081532,0.27559584,0.26721334,0.015442781,0.30120817,0,GSL_1989_09.tif
0.37795857,0.30079243,0.28796542,0.021786522,0.3222388,0,GSL_1989_09.tif
0.4020312,0.32719547,0.2917385,0.057287045,0.34032175,0,GSL_1989_09.tif
0.41817307,0.33327422,0.2989989,0.054209597,0.3501487,0,GSL_1989_09.tif
0.42418122,0.3351303,0.28510702,0.080651715,0.34813952,0,GSL_1989_09.tif
0.399668,0.30311254,0.2917385,0.019120766,0.33150634,0,GSL_1989_09.tif
0.36289814,0.28538677,0.25446483,0.057278477,0.30091658,0,GSL_1989_09.tif
0.36289814,0.28538677,0.25206375,0.062001903,0.3001162,0,GSL_1989_09.tif
0.3764365,0.28798532,0.25983864,0.051378973,0.30808684,0,GSL_1989_09.tif
